product_name,product_price,rate,review,summary,sentiment
Fitness Band,844.03,1,Not as described. Waste of money.,Poor quality and disappointing,negative
Wireless Earbuds,395.09,2,The product is defective and customer support was unhelpful.,Poor quality and disappointing,negative
Bluetooth Speaker,224.8,2,Very disappointed. The product stopped working within a few days.,Poor quality and disappointing,negative
Tablet Plus,663.42,1,I faced multiple issues and the performance is terrible.,Poor quality and disappointing,negative
Mechanical Keyboard,448.97,1,Not as described. Waste of money.,Poor quality and disappointing,negative
Tablet Plus,657.04,2,I faced multiple issues and the performance is terrible.,Poor quality and disappointing,negative
Smartwatch,575.66,2,I faced multiple issues and the performance is terrible.,Poor quality and disappointing,negative
Wireless Earbuds,954.73,1,Poor quality and not worth the price.,Poor quality and disappointing,negative
Smartwatch,687.98,1,I faced multiple issues and the performance is terrible.,Poor quality and disappointing,negative
Wireless Earbuds,809.08,2,Very disappointed. The product stopped working within a few days.,Poor quality and disappointing,negative
Smartphone X,580.28,2,Very disappointed. The product stopped working within a few days.,Poor quality and disappointing,negative
Fitness Band,125.48,2,I faced multiple issues and the performance is terrible.,Poor quality and disappointing,negative
Smartwatch,512.3,2,Poor quality and not worth the price.,Poor quality and disappointing,negative
Mechanical Keyboard,553.08,2,The product is defective and customer support was unhelpful.,Poor quality and disappointing,negative
Smartphone X,154.21,1,Poor quality and not worth the price.,Poor quality and disappointing,negative
Tablet Plus,303.4,1,Very disappointed. The product stopped working within a few days.,Poor quality and disappointing,negative
4K Monitor,190.18,2,The product is defective and customer support was unhelpful.,Poor quality and disappointing,negative
Mechanical Keyboard,799.15,2,Very disappointed. The product stopped working within a few days.,Poor quality and disappointing,negative
Laptop Pro,742.61,2,Poor quality and not worth the price.,Poor quality and disappointing,negative
4K Monitor,867.07,1,I faced multiple issues and the performance is terrible.,Poor quality and disappointing,negative
Gaming Mouse,879.69,2,Not as described. Waste of money.,Poor quality and disappointing,negative
Smartwatch,865.1,1,Poor quality and not worth the price.,Poor quality and disappointing,negative
4K Monitor,523.47,1,Very disappointed. The product stopped working within a few days.,Poor quality and disappointing,negative
4K Monitor,511.51,1,Very disappointed. The product stopped working within a few days.,Poor quality and disappointing,negative
Gaming Mouse,702.88,2,I faced multiple issues and the performance is terrible.,Poor quality and disappointing,negative
4K Monitor,56.6,1,Poor quality and not worth the price.,Poor quality and disappointing,negative
Gaming Mouse,886.0,1,Poor quality and not worth the price.,Poor quality and disappointing,negative
4K Monitor,925.77,1,Not as described. Waste of money.,Poor quality and disappointing,negative
4K Monitor,162.93,2,The product is defective and customer support was unhelpful.,Poor quality and disappointing,negative
Bluetooth Speaker,303.68,2,I faced multiple issues and the performance is terrible.,Poor quality and disappointing,negative
Laptop Pro,153.13,2,Very disappointed. The product stopped working within a few days.,Poor quality and disappointing,negative
Bluetooth Speaker,643.9,1,I faced multiple issues and the performance is terrible.,Poor quality and disappointing,negative
4K Monitor,266.01,1,Very disappointed. The product stopped working within a few days.,Poor quality and disappointing,negative
Gaming Mouse,861.21,1,Very disappointed. The product stopped working within a few days.,Poor quality and disappointing,negative
Smartwatch,525.55,1,Very disappointed. The product stopped working within a few days.,Poor quality and disappointing,negative
Tablet Plus,997.22,2,Poor quality and not worth the price.,Poor quality and disappointing,negative
Mechanical Keyboard,868.55,1,The product is defective and customer support was unhelpful.,Poor quality and disappointing,negative
Mechanical Keyboard,735.77,1,The product is defective and customer support was unhelpful.,Poor quality and disappointing,negative
Bluetooth Speaker,913.05,1,Poor quality and not worth the price.,Poor quality and disappointing,negative
Laptop Pro,811.89,2,Poor quality and not worth the price.,Poor quality and disappointing,negative
Smartphone X,134.06,2,Not as described. Waste of money.,Poor quality and disappointing,negative
Laptop Pro,49.01,1,Not as described. Waste of money.,Poor quality and disappointing,negative
Smartwatch,39.41,2,Poor quality and not worth the price.,Poor quality and disappointing,negative
4K Monitor,505.14,1,I faced multiple issues and the performance is terrible.,Poor quality and disappointing,negative
Wireless Earbuds,320.31,1,Poor quality and not worth the price.,Poor quality and disappointing,negative
4K Monitor,213.19,1,Very disappointed. The product stopped working within a few days.,Poor quality and disappointing,negative
4K Monitor,903.15,1,Not as described. Waste of money.,Poor quality and disappointing,negative
4K Monitor,580.78,1,Not as described. Waste of money.,Poor quality and disappointing,negative
4K Monitor,162.1,1,Poor quality and not worth the price.,Poor quality and disappointing,negative
Smartphone X,619.13,1,Very disappointed. The product stopped working within a few days.,Poor quality and disappointing,negative
Wireless Earbuds,863.78,2,I faced multiple issues and the performance is terrible.,Poor quality and disappointing,negative
Smartwatch,383.01,2,Very disappointed. The product stopped working within a few days.,Poor quality and disappointing,negative
Laptop Pro,30.92,2,Not as described. Waste of money.,Poor quality and disappointing,negative
Smartwatch,226.11,1,Very disappointed. The product stopped working within a few days.,Poor quality and disappointing,negative
Smartwatch,729.71,1,The product is defective and customer support was unhelpful.,Poor quality and disappointing,negative
Fitness Band,286.6,1,The product is defective and customer support was unhelpful.,Poor quality and disappointing,negative
Mechanical Keyboard,843.63,1,The product is defective and customer support was unhelpful.,Poor quality and disappointing,negative
Fitness Band,525.34,1,I faced multiple issues and the performance is terrible.,Poor quality and disappointing,negative
4K Monitor,307.86,2,Poor quality and not worth the price.,Poor quality and disappointing,negative
Gaming Mouse,262.52,1,Not as described. Waste of money.,Poor quality and disappointing,negative
Mechanical Keyboard,287.34,2,I faced multiple issues and the performance is terrible.,Poor quality and disappointing,negative
Bluetooth Speaker,823.5,1,The product is defective and customer support was unhelpful.,Poor quality and disappointing,negative
Smartphone X,640.14,2,The product is defective and customer support was unhelpful.,Poor quality and disappointing,negative
Smartphone X,861.04,2,Very disappointed. The product stopped working within a few days.,Poor quality and disappointing,negative
Laptop Pro,232.53,2,I faced multiple issues and the performance is terrible.,Poor quality and disappointing,negative
Smartwatch,255.15,1,Poor quality and not worth the price.,Poor quality and disappointing,negative
Smartphone X,544.88,2,Poor quality and not worth the price.,Poor quality and disappointing,negative
Smartwatch,679.27,2,Poor quality and not worth the price.,Poor quality and disappointing,negative
Bluetooth Speaker,709.22,2,The product is defective and customer support was unhelpful.,Poor quality and disappointing,negative
4K Monitor,81.62,2,I faced multiple issues and the performance is terrible.,Poor quality and disappointing,negative
Bluetooth Speaker,557.86,1,The product is defective and customer support was unhelpful.,Poor quality and disappointing,negative
Tablet Plus,497.81,1,The product is defective and customer support was unhelpful.,Poor quality and disappointing,negative
Wireless Earbuds,326.53,1,Poor quality and not worth the price.,Poor quality and disappointing,negative
4K Monitor,506.18,2,Poor quality and not worth the price.,Poor quality and disappointing,negative
Gaming Mouse,553.93,2,Very disappointed. The product stopped working within a few days.,Poor quality and disappointing,negative
Tablet Plus,890.81,2,The product is defective and customer support was unhelpful.,Poor quality and disappointing,negative
Wireless Earbuds,211.11,1,Not as described. Waste of money.,Poor quality and disappointing,negative
Bluetooth Speaker,205.09,2,I faced multiple issues and the performance is terrible.,Poor quality and disappointing,negative
Smartwatch,55.61,1,Not as described. Waste of money.,Poor quality and disappointing,negative
Gaming Mouse,737.93,1,I faced multiple issues and the performance is terrible.,Poor quality and disappointing,negative
Smartphone X,758.74,2,Very disappointed. The product stopped working within a few days.,Poor quality and disappointing,negative
Wireless Earbuds,482.19,2,The product is defective and customer support was unhelpful.,Poor quality and disappointing,negative
Tablet Plus,933.65,2,Not as described. Waste of money.,Poor quality and disappointing,negative
Laptop Pro,917.62,1,Poor quality and not worth the price.,Poor quality and disappointing,negative
Gaming Mouse,363.21,2,Poor quality and not worth the price.,Poor quality and disappointing,negative
4K Monitor,826.46,2,Poor quality and not worth the price.,Poor quality and disappointing,negative
Mechanical Keyboard,815.56,2,Very disappointed. The product stopped working within a few days.,Poor quality and disappointing,negative
Mechanical Keyboard,839.96,2,Very disappointed. The product stopped working within a few days.,Poor quality and disappointing,negative
Bluetooth Speaker,613.82,1,Very disappointed. The product stopped working within a few days.,Poor quality and disappointing,negative
Smartwatch,686.62,2,Very disappointed. The product stopped working within a few days.,Poor quality and disappointing,negative
Bluetooth Speaker,693.13,1,The product is defective and customer support was unhelpful.,Poor quality and disappointing,negative
Laptop Pro,860.23,2,Not as described. Waste of money.,Poor quality and disappointing,negative
Gaming Mouse,810.22,1,Poor quality and not worth the price.,Poor quality and disappointing,negative
Bluetooth Speaker,960.11,2,Poor quality and not worth the price.,Poor quality and disappointing,negative
Smartwatch,485.49,1,Not as described. Waste of money.,Poor quality and disappointing,negative
Smartphone X,62.37,1,The product is defective and customer support was unhelpful.,Poor quality and disappointing,negative
Laptop Pro,370.05,1,Poor quality and not worth the price.,Poor quality and disappointing,negative
Bluetooth Speaker,59.86,1,I faced multiple issues and the performance is terrible.,Poor quality and disappointing,negative
Laptop Pro,869.29,2,I faced multiple issues and the performance is terrible.,Poor quality and disappointing,negative
Mechanical Keyboard,869.89,1,I faced multiple issues and the performance is terrible.,Poor quality and disappointing,negative
Wireless Earbuds,228.88,1,Very disappointed. The product stopped working within a few days.,Poor quality and disappointing,negative
Fitness Band,782.02,2,Very disappointed. The product stopped working within a few days.,Poor quality and disappointing,negative
Bluetooth Speaker,312.11,1,Not as described. Waste of money.,Poor quality and disappointing,negative
Gaming Mouse,870.5,1,I faced multiple issues and the performance is terrible.,Poor quality and disappointing,negative
Mechanical Keyboard,827.21,2,Not as described. Waste of money.,Poor quality and disappointing,negative
Smartphone X,372.42,2,Not as described. Waste of money.,Poor quality and disappointing,negative
Smartphone X,147.6,2,The product is defective and customer support was unhelpful.,Poor quality and disappointing,negative
Wireless Earbuds,594.05,2,I faced multiple issues and the performance is terrible.,Poor quality and disappointing,negative
Tablet Plus,188.0,1,I faced multiple issues and the performance is terrible.,Poor quality and disappointing,negative
Mechanical Keyboard,276.49,2,Not as described. Waste of money.,Poor quality and disappointing,negative
Fitness Band,319.22,1,Not as described. Waste of money.,Poor quality and disappointing,negative
4K Monitor,631.96,2,The product is defective and customer support was unhelpful.,Poor quality and disappointing,negative
Gaming Mouse,271.85,2,The product is defective and customer support was unhelpful.,Poor quality and disappointing,negative
4K Monitor,938.88,2,I faced multiple issues and the performance is terrible.,Poor quality and disappointing,negative
Mechanical Keyboard,944.56,1,The product is defective and customer support was unhelpful.,Poor quality and disappointing,negative
Gaming Mouse,616.35,2,I faced multiple issues and the performance is terrible.,Poor quality and disappointing,negative
Wireless Earbuds,459.55,1,I faced multiple issues and the performance is terrible.,Poor quality and disappointing,negative
Gaming Mouse,858.87,1,Not as described. Waste of money.,Poor quality and disappointing,negative
Wireless Earbuds,613.23,1,I faced multiple issues and the performance is terrible.,Poor quality and disappointing,negative
Bluetooth Speaker,716.86,2,Poor quality and not worth the price.,Poor quality and disappointing,negative
Mechanical Keyboard,741.75,2,Very disappointed. The product stopped working within a few days.,Poor quality and disappointing,negative
Wireless Earbuds,837.79,1,I faced multiple issues and the performance is terrible.,Poor quality and disappointing,negative
Smartphone X,683.22,2,Poor quality and not worth the price.,Poor quality and disappointing,negative
Bluetooth Speaker,417.18,2,The product is defective and customer support was unhelpful.,Poor quality and disappointing,negative
Smartphone X,843.43,2,I faced multiple issues and the performance is terrible.,Poor quality and disappointing,negative
Smartphone X,749.46,2,I faced multiple issues and the performance is terrible.,Poor quality and disappointing,negative
Laptop Pro,657.96,1,I faced multiple issues and the performance is terrible.,Poor quality and disappointing,negative
Bluetooth Speaker,819.31,1,I faced multiple issues and the performance is terrible.,Poor quality and disappointing,negative
Smartwatch,928.24,2,The product is defective and customer support was unhelpful.,Poor quality and disappointing,negative
Mechanical Keyboard,993.34,1,Very disappointed. The product stopped working within a few days.,Poor quality and disappointing,negative
Wireless Earbuds,48.0,1,Not as described. Waste of money.,Poor quality and disappointing,negative
Gaming Mouse,916.49,2,The product is defective and customer support was unhelpful.,Poor quality and disappointing,negative
Mechanical Keyboard,502.59,1,Very disappointed. The product stopped working within a few days.,Poor quality and disappointing,negative
Smartwatch,23.79,1,Not as described. Waste of money.,Poor quality and disappointing,negative
Wireless Earbuds,452.32,1,I faced multiple issues and the performance is terrible.,Poor quality and disappointing,negative
Wireless Earbuds,653.96,1,Not as described. Waste of money.,Poor quality and disappointing,negative
4K Monitor,727.43,2,I faced multiple issues and the performance is terrible.,Poor quality and disappointing,negative
Smartwatch,899.96,1,The product is defective and customer support was unhelpful.,Poor quality and disappointing,negative
Mechanical Keyboard,990.29,1,Very disappointed. The product stopped working within a few days.,Poor quality and disappointing,negative
Gaming Mouse,910.78,2,The product is defective and customer support was unhelpful.,Poor quality and disappointing,negative
Fitness Band,179.41,1,Not as described. Waste of money.,Poor quality and disappointing,negative
Smartwatch,795.11,2,Very disappointed. The product stopped working within a few days.,Poor quality and disappointing,negative
Fitness Band,659.94,1,Not as described. Waste of money.,Poor quality and disappointing,negative
Bluetooth Speaker,51.55,1,Not as described. Waste of money.,Poor quality and disappointing,negative
Mechanical Keyboard,167.46,1,I faced multiple issues and the performance is terrible.,Poor quality and disappointing,negative
Smartwatch,840.39,2,Poor quality and not worth the price.,Poor quality and disappointing,negative
Mechanical Keyboard,857.97,1,Poor quality and not worth the price.,Poor quality and disappointing,negative
Gaming Mouse,971.32,2,I faced multiple issues and the performance is terrible.,Poor quality and disappointing,negative
Gaming Mouse,707.29,1,Not as described. Waste of money.,Poor quality and disappointing,negative
Gaming Mouse,171.86,2,Very disappointed. The product stopped working within a few days.,Poor quality and disappointing,negative
Smartwatch,493.74,1,I faced multiple issues and the performance is terrible.,Poor quality and disappointing,negative
Laptop Pro,666.48,1,Not as described. Waste of money.,Poor quality and disappointing,negative
Smartwatch,432.74,1,Poor quality and not worth the price.,Poor quality and disappointing,negative
Gaming Mouse,22.14,1,I faced multiple issues and the performance is terrible.,Poor quality and disappointing,negative
4K Monitor,314.38,2,I faced multiple issues and the performance is terrible.,Poor quality and disappointing,negative
Smartphone X,468.29,1,Very disappointed. The product stopped working within a few days.,Poor quality and disappointing,negative
Gaming Mouse,346.78,1,The product is defective and customer support was unhelpful.,Poor quality and disappointing,negative
Bluetooth Speaker,411.82,2,Very disappointed. The product stopped working within a few days.,Poor quality and disappointing,negative
Mechanical Keyboard,369.51,1,I faced multiple issues and the performance is terrible.,Poor quality and disappointing,negative
Fitness Band,778.21,2,The product is defective and customer support was unhelpful.,Poor quality and disappointing,negative
Gaming Mouse,560.85,1,Very disappointed. The product stopped working within a few days.,Poor quality and disappointing,negative
Fitness Band,507.29,1,Poor quality and not worth the price.,Poor quality and disappointing,negative
Bluetooth Speaker,274.73,2,I faced multiple issues and the performance is terrible.,Poor quality and disappointing,negative
4K Monitor,166.98,2,The product is defective and customer support was unhelpful.,Poor quality and disappointing,negative
Smartphone X,102.83,1,I faced multiple issues and the performance is terrible.,Poor quality and disappointing,negative
Gaming Mouse,226.79,2,Not as described. Waste of money.,Poor quality and disappointing,negative
Fitness Band,200.92,1,The product is defective and customer support was unhelpful.,Poor quality and disappointing,negative
Gaming Mouse,724.96,1,The product is defective and customer support was unhelpful.,Poor quality and disappointing,negative
Laptop Pro,242.95,1,The product is defective and customer support was unhelpful.,Poor quality and disappointing,negative
Smartwatch,20.37,1,Poor quality and not worth the price.,Poor quality and disappointing,negative
Gaming Mouse,940.13,1,Very disappointed. The product stopped working within a few days.,Poor quality and disappointing,negative
Bluetooth Speaker,770.03,1,The product is defective and customer support was unhelpful.,Poor quality and disappointing,negative
Smartwatch,210.72,1,The product is defective and customer support was unhelpful.,Poor quality and disappointing,negative
Wireless Earbuds,843.72,1,Very disappointed. The product stopped working within a few days.,Poor quality and disappointing,negative
Gaming Mouse,910.55,1,Not as described. Waste of money.,Poor quality and disappointing,negative
4K Monitor,971.05,2,I faced multiple issues and the performance is terrible.,Poor quality and disappointing,negative
Smartphone X,970.28,2,Poor quality and not worth the price.,Poor quality and disappointing,negative
Bluetooth Speaker,893.5,2,The product is defective and customer support was unhelpful.,Poor quality and disappointing,negative
Laptop Pro,379.62,2,Very disappointed. The product stopped working within a few days.,Poor quality and disappointing,negative
Fitness Band,571.33,1,Very disappointed. The product stopped working within a few days.,Poor quality and disappointing,negative
Tablet Plus,200.96,2,Poor quality and not worth the price.,Poor quality and disappointing,negative
Smartwatch,345.47,2,Poor quality and not worth the price.,Poor quality and disappointing,negative
4K Monitor,475.55,1,Not as described. Waste of money.,Poor quality and disappointing,negative
Laptop Pro,243.48,1,Poor quality and not worth the price.,Poor quality and disappointing,negative
Wireless Earbuds,121.77,1,Not as described. Waste of money.,Poor quality and disappointing,negative
Smartwatch,317.99,1,Poor quality and not worth the price.,Poor quality and disappointing,negative
Fitness Band,377.85,2,Very disappointed. The product stopped working within a few days.,Poor quality and disappointing,negative
Fitness Band,201.01,2,Very disappointed. The product stopped working within a few days.,Poor quality and disappointing,negative
Fitness Band,507.3,2,Not as described. Waste of money.,Poor quality and disappointing,negative
Laptop Pro,457.89,1,I faced multiple issues and the performance is terrible.,Poor quality and disappointing,negative
Wireless Earbuds,775.9,2,Not as described. Waste of money.,Poor quality and disappointing,negative
Mechanical Keyboard,91.94,2,Not as described. Waste of money.,Poor quality and disappointing,negative
Wireless Earbuds,502.86,2,The product is defective and customer support was unhelpful.,Poor quality and disappointing,negative
Fitness Band,711.41,1,Very disappointed. The product stopped working within a few days.,Poor quality and disappointing,negative
Laptop Pro,976.08,1,Poor quality and not worth the price.,Poor quality and disappointing,negative
Smartphone X,193.82,2,The product is defective and customer support was unhelpful.,Poor quality and disappointing,negative
Wireless Earbuds,778.53,2,Not as described. Waste of money.,Poor quality and disappointing,negative
Smartwatch,391.8,2,The product is defective and customer support was unhelpful.,Poor quality and disappointing,negative
Fitness Band,703.8,2,Not as described. Waste of money.,Poor quality and disappointing,negative
Smartphone X,619.23,1,I faced multiple issues and the performance is terrible.,Poor quality and disappointing,negative
Tablet Plus,884.87,1,Not as described. Waste of money.,Poor quality and disappointing,negative
Smartphone X,136.28,1,Poor quality and not worth the price.,Poor quality and disappointing,negative
Gaming Mouse,249.33,1,The product is defective and customer support was unhelpful.,Poor quality and disappointing,negative
Smartphone X,574.45,1,Poor quality and not worth the price.,Poor quality and disappointing,negative
Gaming Mouse,723.58,1,I faced multiple issues and the performance is terrible.,Poor quality and disappointing,negative
Gaming Mouse,940.71,1,I faced multiple issues and the performance is terrible.,Poor quality and disappointing,negative
Smartphone X,880.59,2,Not as described. Waste of money.,Poor quality and disappointing,negative
Gaming Mouse,827.01,1,The product is defective and customer support was unhelpful.,Poor quality and disappointing,negative
Laptop Pro,757.78,1,Poor quality and not worth the price.,Poor quality and disappointing,negative
Smartwatch,333.52,2,I faced multiple issues and the performance is terrible.,Poor quality and disappointing,negative
Mechanical Keyboard,583.75,2,The product is defective and customer support was unhelpful.,Poor quality and disappointing,negative
Smartphone X,595.79,1,The product is defective and customer support was unhelpful.,Poor quality and disappointing,negative
4K Monitor,400.57,1,Poor quality and not worth the price.,Poor quality and disappointing,negative
4K Monitor,585.23,2,Very disappointed. The product stopped working within a few days.,Poor quality and disappointing,negative
Smartphone X,85.95,1,Poor quality and not worth the price.,Poor quality and disappointing,negative
Tablet Plus,456.03,1,The product is defective and customer support was unhelpful.,Poor quality and disappointing,negative
Gaming Mouse,647.79,1,I faced multiple issues and the performance is terrible.,Poor quality and disappointing,negative
Smartwatch,93.58,2,Not as described. Waste of money.,Poor quality and disappointing,negative
Tablet Plus,855.82,1,Very disappointed. The product stopped working within a few days.,Poor quality and disappointing,negative
Wireless Earbuds,274.0,1,Very disappointed. The product stopped working within a few days.,Poor quality and disappointing,negative
Gaming Mouse,352.34,2,I faced multiple issues and the performance is terrible.,Poor quality and disappointing,negative
Bluetooth Speaker,385.32,1,The product is defective and customer support was unhelpful.,Poor quality and disappointing,negative
Laptop Pro,142.74,1,Very disappointed. The product stopped working within a few days.,Poor quality and disappointing,negative
Smartphone X,43.97,2,Very disappointed. The product stopped working within a few days.,Poor quality and disappointing,negative
Wireless Earbuds,433.49,2,Not as described. Waste of money.,Poor quality and disappointing,negative
4K Monitor,945.42,2,Very disappointed. The product stopped working within a few days.,Poor quality and disappointing,negative
Laptop Pro,483.47,2,The product is defective and customer support was unhelpful.,Poor quality and disappointing,negative
Wireless Earbuds,895.82,2,Poor quality and not worth the price.,Poor quality and disappointing,negative
Gaming Mouse,678.27,2,Very disappointed. The product stopped working within a few days.,Poor quality and disappointing,negative
Tablet Plus,449.3,2,The product is defective and customer support was unhelpful.,Poor quality and disappointing,negative
Smartphone X,955.43,1,Not as described. Waste of money.,Poor quality and disappointing,negative
4K Monitor,591.02,2,I faced multiple issues and the performance is terrible.,Poor quality and disappointing,negative
Smartwatch,136.43,1,Not as described. Waste of money.,Poor quality and disappointing,negative
Smartwatch,438.92,2,Not as described. Waste of money.,Poor quality and disappointing,negative
Fitness Band,646.17,1,Very disappointed. The product stopped working within a few days.,Poor quality and disappointing,negative
Wireless Earbuds,308.32,2,The product is defective and customer support was unhelpful.,Poor quality and disappointing,negative
Tablet Plus,893.76,2,The product is defective and customer support was unhelpful.,Poor quality and disappointing,negative
Laptop Pro,154.93,2,Poor quality and not worth the price.,Poor quality and disappointing,negative
Bluetooth Speaker,109.64,2,Poor quality and not worth the price.,Poor quality and disappointing,negative
Smartwatch,706.26,2,The product is defective and customer support was unhelpful.,Poor quality and disappointing,negative
4K Monitor,153.71,2,The product is defective and customer support was unhelpful.,Poor quality and disappointing,negative
Smartphone X,50.21,1,I faced multiple issues and the performance is terrible.,Poor quality and disappointing,negative
Wireless Earbuds,72.99,2,Poor quality and not worth the price.,Poor quality and disappointing,negative
Smartwatch,748.44,2,Very disappointed. The product stopped working within a few days.,Poor quality and disappointing,negative
Laptop Pro,432.01,1,Very disappointed. The product stopped working within a few days.,Poor quality and disappointing,negative
Smartwatch,962.25,2,I faced multiple issues and the performance is terrible.,Poor quality and disappointing,negative
Fitness Band,343.65,1,Very disappointed. The product stopped working within a few days.,Poor quality and disappointing,negative
Mechanical Keyboard,892.7,1,The product is defective and customer support was unhelpful.,Poor quality and disappointing,negative
Fitness Band,498.38,2,I faced multiple issues and the performance is terrible.,Poor quality and disappointing,negative
Tablet Plus,795.68,2,Very disappointed. The product stopped working within a few days.,Poor quality and disappointing,negative
Laptop Pro,614.58,2,Poor quality and not worth the price.,Poor quality and disappointing,negative
Laptop Pro,651.69,1,The product is defective and customer support was unhelpful.,Poor quality and disappointing,negative
Bluetooth Speaker,626.36,1,Very disappointed. The product stopped working within a few days.,Poor quality and disappointing,negative
Gaming Mouse,138.32,1,Very disappointed. The product stopped working within a few days.,Poor quality and disappointing,negative
Mechanical Keyboard,207.89,2,Not as described. Waste of money.,Poor quality and disappointing,negative
Bluetooth Speaker,481.71,2,Not as described. Waste of money.,Poor quality and disappointing,negative
Tablet Plus,235.4,1,Not as described. Waste of money.,Poor quality and disappointing,negative
Fitness Band,751.39,1,I faced multiple issues and the performance is terrible.,Poor quality and disappointing,negative
Smartphone X,526.8,1,I faced multiple issues and the performance is terrible.,Poor quality and disappointing,negative
Gaming Mouse,901.6,1,Not as described. Waste of money.,Poor quality and disappointing,negative
Tablet Plus,770.01,2,I faced multiple issues and the performance is terrible.,Poor quality and disappointing,negative
Mechanical Keyboard,405.01,2,Poor quality and not worth the price.,Poor quality and disappointing,negative
Tablet Plus,417.28,1,The product is defective and customer support was unhelpful.,Poor quality and disappointing,negative
4K Monitor,745.72,2,Poor quality and not worth the price.,Poor quality and disappointing,negative
Fitness Band,991.16,2,Very disappointed. The product stopped working within a few days.,Poor quality and disappointing,negative
Fitness Band,144.89,1,Poor quality and not worth the price.,Poor quality and disappointing,negative
Gaming Mouse,595.11,2,Poor quality and not worth the price.,Poor quality and disappointing,negative
Gaming Mouse,354.96,2,The product is defective and customer support was unhelpful.,Poor quality and disappointing,negative
Wireless Earbuds,182.26,1,Poor quality and not worth the price.,Poor quality and disappointing,negative
Smartphone X,912.3,2,The product is defective and customer support was unhelpful.,Poor quality and disappointing,negative
Gaming Mouse,458.04,2,Very disappointed. The product stopped working within a few days.,Poor quality and disappointing,negative
Smartphone X,211.55,2,Poor quality and not worth the price.,Poor quality and disappointing,negative
Tablet Plus,905.22,2,The product is defective and customer support was unhelpful.,Poor quality and disappointing,negative
Smartphone X,533.12,1,Poor quality and not worth the price.,Poor quality and disappointing,negative
Bluetooth Speaker,415.34,1,Very disappointed. The product stopped working within a few days.,Poor quality and disappointing,negative
Smartwatch,118.82,2,I faced multiple issues and the performance is terrible.,Poor quality and disappointing,negative
Wireless Earbuds,42.94,2,The product is defective and customer support was unhelpful.,Poor quality and disappointing,negative
Smartwatch,75.47,1,The product is defective and customer support was unhelpful.,Poor quality and disappointing,negative
Smartwatch,497.55,1,Poor quality and not worth the price.,Poor quality and disappointing,negative
4K Monitor,795.81,2,The product is defective and customer support was unhelpful.,Poor quality and disappointing,negative
Wireless Earbuds,904.89,1,Very disappointed. The product stopped working within a few days.,Poor quality and disappointing,negative
Smartwatch,903.27,1,Not as described. Waste of money.,Poor quality and disappointing,negative
Mechanical Keyboard,889.15,1,I faced multiple issues and the performance is terrible.,Poor quality and disappointing,negative
Fitness Band,353.28,2,Not as described. Waste of money.,Poor quality and disappointing,negative
Wireless Earbuds,168.19,2,The product is defective and customer support was unhelpful.,Poor quality and disappointing,negative
Gaming Mouse,469.83,1,I faced multiple issues and the performance is terrible.,Poor quality and disappointing,negative
Wireless Earbuds,977.14,2,The product is defective and customer support was unhelpful.,Poor quality and disappointing,negative
Mechanical Keyboard,310.16,2,Not as described. Waste of money.,Poor quality and disappointing,negative
Wireless Earbuds,962.75,1,Poor quality and not worth the price.,Poor quality and disappointing,negative
Tablet Plus,101.8,2,Poor quality and not worth the price.,Poor quality and disappointing,negative
Gaming Mouse,962.75,2,Poor quality and not worth the price.,Poor quality and disappointing,negative
Wireless Earbuds,578.41,2,Very disappointed. The product stopped working within a few days.,Poor quality and disappointing,negative
Mechanical Keyboard,169.41,2,Not as described. Waste of money.,Poor quality and disappointing,negative
Smartwatch,672.94,1,Very disappointed. The product stopped working within a few days.,Poor quality and disappointing,negative
Bluetooth Speaker,737.48,1,The product is defective and customer support was unhelpful.,Poor quality and disappointing,negative
4K Monitor,299.42,1,Not as described. Waste of money.,Poor quality and disappointing,negative
Tablet Plus,74.29,1,The product is defective and customer support was unhelpful.,Poor quality and disappointing,negative
4K Monitor,78.18,1,Not as described. Waste of money.,Poor quality and disappointing,negative
Laptop Pro,947.44,1,The product is defective and customer support was unhelpful.,Poor quality and disappointing,negative
Smartwatch,251.19,2,Poor quality and not worth the price.,Poor quality and disappointing,negative
Bluetooth Speaker,949.19,1,I faced multiple issues and the performance is terrible.,Poor quality and disappointing,negative
Mechanical Keyboard,649.52,1,The product is defective and customer support was unhelpful.,Poor quality and disappointing,negative
Smartphone X,781.87,1,Very disappointed. The product stopped working within a few days.,Poor quality and disappointing,negative
Laptop Pro,489.72,1,I faced multiple issues and the performance is terrible.,Poor quality and disappointing,negative
Laptop Pro,223.44,1,The product is defective and customer support was unhelpful.,Poor quality and disappointing,negative
Fitness Band,924.73,2,Very disappointed. The product stopped working within a few days.,Poor quality and disappointing,negative
Smartphone X,668.48,1,Not as described. Waste of money.,Poor quality and disappointing,negative
Fitness Band,723.37,2,Very disappointed. The product stopped working within a few days.,Poor quality and disappointing,negative
Fitness Band,501.86,2,Not as described. Waste of money.,Poor quality and disappointing,negative
Tablet Plus,436.89,1,The product is defective and customer support was unhelpful.,Poor quality and disappointing,negative
Bluetooth Speaker,398.95,2,Not as described. Waste of money.,Poor quality and disappointing,negative
Bluetooth Speaker,822.9,1,The product is defective and customer support was unhelpful.,Poor quality and disappointing,negative
4K Monitor,394.48,1,The product is defective and customer support was unhelpful.,Poor quality and disappointing,negative
4K Monitor,365.97,2,Poor quality and not worth the price.,Poor quality and disappointing,negative
Wireless Earbuds,223.54,2,Not as described. Waste of money.,Poor quality and disappointing,negative
